Profession,Income,Credit_card_number,Expiry,Security_code,Fraud,Transaction_amount
LAWYER,3802,345099743961688,10/25,167,1,2892.16
ENGINEER,32364,3570333109230069,09/32,703,0,11198.11
LAWYER,72417,5274278899799076,09/30,911,0,29680.36
ENGINEER,95819,2235593859531318,01/25,808,1,97922.43
LAWYER,20345,3536334552975096,09/34,585,1,19636.0
ENGINEER,10391,3527418136202837,09/31,220,0,1213.47
DOCTOR,86727,2510721106176514,05/29,744,0,42270.35
LAWYER,58006,6506193047298624,04/32,887,0,24332.69
ENGINEER,76977,345473961984419,11/33,154,1,65154.18
ENGINEER,65750,213195211928222,03/29,4197,1,78241.52
DOCTOR,4832,3584364462228089,08/28,827,0,1646.52
DOCTOR,22937,349323444426312,05/33,982,0,7637.31
LAWYER,91080,4535092347658091,04/30,165,1,97823.25
ENGINEER,9255,2273193371581645,06/25,627,0,3930.67
ENGINEER,24731,2480786807320139,11/33,520,0,8967.25
LAWYER,65566,3543703438100627,06/32,634,0,9916.09
ENGINEER,42711,180066886917775,07/25,494,0,10050.2
ENGINEER,20339,4995605576568678093,09/29,436,1,23675.45
LAWYER,18189,2272468072444074,10/32,976,0,3453.11
DOCTOR,18395,4670887846571791359,03/33,978,1,16299.51
DOCTOR,54571,3554213934609879,07/31,534,0,14888.65
DOCTOR,18776,3517557580621745,05/25,199,0,5177.71
DOCTOR,51739,3550172074712246,05/26,430,0,17859.05
LAWYER,93703,213174160381188,03/27,9208,1,109776.62
LAWYER,91463,3523044990963928,05/28,371,0,17952.09
DOCTOR,90475,4442404233251605936,02/33,950,0,13444.63
ENGINEER,29666,180079209782511,06/32,616,0,5309.86
ENGINEER,5583,345456348120914,06/31,928,0,2538.98
DOCTOR,35716,2295770361875444,08/27,276,1,36534.09
DOCTOR,56716,3558341906324742,04/33,662,1,47808.94
LAWYER,37041,4887128472053,01/28,164,0,15793.5
ENGINEER,50476,4764314869444854,06/25,502,1,57072.46
LAWYER,43881,588906619451,08/27,516,1,49289.65
DOCTOR,67240,6011888590827863,04/31,25,1,77962.31
DOCTOR,46993,30589002716690,12/24,230,1,38821.88
DOCTOR,27282,3576861143178484,01/27,791,1,29396.93
LAWYER,54132,501811223772,12/31,534,0,15385.17
ENGINEER,82750,3541799010349337,04/32,515,0,36145.15
ENGINEER,95207,6011674319786451,10/25,506,1,101323.61
LAWYER,79723,4209428436317139,10/33,528,1,86756.46
DOCTOR,26586,4177401047920714,03/28,648,0,9636.49
LAWYER,18851,676374759402,08/26,162,1,14868.05
ENGINEER,550,3549670780803492,10/31,454,1,534.88
ENGINEER,54926,4307089219334609,11/24,874,1,65490.19
LAWYER,17199,5125536220308938,11/34,573,0,8168.75
DOCTOR,67548,30022355961267,01/34,688,1,48741.75
ENGINEER,68581,2238869015359910,01/25,990,0,11379.37
ENGINEER,38308,4360904504895342,01/27,646,1,29338.73
LAWYER,64839,213135951390373,12/27,663,0,25312.62
DOCTOR,90342,4926199064707436,02/25,236,1,100179.58
DOCTOR,60810,180025934540120,03/29,634,0,11274.45
DOCTOR,76731,3520573180311558,12/28,130,0,23198.93
LAWYER,58386,675967900845,08/31,674,0,25472.71
LAWYER,86342,4046087529685013,03/26,766,0,33942.82
DOCTOR,10181,4431500871498739,09/28,105,1,9886.96
DOCTOR,53251,4547068291925898,07/33,169,0,17899.74
LAWYER,4707,30321200224131,04/34,404,0,1427.84
DOCTOR,31393,3542742078782899,07/27,318,1,26645.57
DOCTOR,85629,4923606332251,06/32,195,0,27915.81
ENGINEER,97218,3592729139705216,08/32,873,0,36510.62
LAWYER,71977,2240631600912891,11/27,809,1,81813.48
DOCTOR,92201,3550536257957416,11/28,230,1,93874.05
DOCTOR,85844,6011847308869047,01/25,975,1,92759.66
ENGINEER,34280,4525750662197842934,05/34,397,1,26739.63
LAWYER,49328,4108174791540202,10/26,536,1,45913.45
DOCTOR,19349,4245056534406821,05/33,92,1,13634.58
ENGINEER,68951,4806732488894847,08/31,32,1,56770.08
LAWYER,83004,2713540307861798,06/29,3,1,88252.41
DOCTOR,27714,501816311648,08/27,345,1,33143.31
DOCTOR,13562,213126030314039,04/28,417,0,1894.22
ENGINEER,57810,4867055552424,06/25,256,0,15065.15
DOCTOR,23663,4391821912553342,06/27,832,0,9939.13
LAWYER,93243,4886174482851627,04/29,261,1,74782.55
LAWYER,5424,347597806875693,05/28,972,1,5302.19
LAWYER,5143,4043034125795,09/33,221,0,2022.37
ENGINEER,10678,3514808870169249,01/30,167,1,10763.35
ENGINEER,44833,213196018880103,05/32,592,0,7855.19
ENGINEER,45842,676185397681,12/31,786,0,11100.82
DOCTOR,1987,5279835970149458,09/32,559,0,821.66
LAWYER,70863,6523710239498198,03/33,500,1,69241.18
DOCTOR,78031,4024795024971526442,04/30,870,0,7966.33
DOCTOR,39256,213185656176858,04/31,314,1,42415.93
ENGINEER,95338,4407615580335503778,12/26,593,1,68419.86
ENGINEER,27107,4345796753346773,09/33,178,1,29082.2
ENGINEER,39588,213102852111084,09/32,868,1,31719.5
ENGINEER,96760,3541484352895524,10/28,250,1,114083.59
DOCTOR,61259,213130890251299,09/29,530,0,15141.77
DOCTOR,84204,60422554646,02/33,6,0,19431.98
DOCTOR,80679,213157243587848,08/26,7990,1,62481.37
LAWYER,44112,3524687213220655,03/32,806,1,37618.81
DOCTOR,87063,180092560252016,04/25,733,0,39235.84
DOCTOR,15179,2276816119763912,12/32,432,0,7567.24
LAWYER,62039,4535895619451,02/33,584,0,15343.72
ENGINEER,12105,4021965514079665,08/29,507,1,11188.72
ENGINEER,87110,213190861821413,06/34,9372,1,92426.8
DOCTOR,47744,213152328168606,12/25,564,1,54576.07
ENGINEER,51330,2231044278012575,07/32,558,0,17309.39
LAWYER,82030,5101210558202455,04/27,334,1,73479.43
LAWYER,41078,213186102051554,10/26,400,1,37229.44
DOCTOR,86185,4939058523270,09/25,430,0,32599.24
ENGINEER,59696,3552767019876523,06/26,822,0,6046.45
DOCTOR,16131,4195991221438507,10/33,942,1,16289.0
LAWYER,77569,370822910007920,04/33,632,0,18786.99
LAWYER,77962,3548209649302320,09/29,53,1,85532.01
ENGINEER,40050,373737241173786,01/28,220,0,5494.71
LAWYER,5724,38371805364123,11/28,527,1,5690.23
ENGINEER,44563,4419401340167243,11/25,965,1,41910.9
LAWYER,32997,4201260604195757632,12/29,327,1,33695.31
LAWYER,73624,38189101983473,01/26,7798,0,9272.31
ENGINEER,30602,4980255920570805325,09/33,492,0,10159.67
ENGINEER,30803,4313978051406032,08/26,934,0,9998.46
DOCTOR,72173,4131891671538928440,04/34,329,1,70753.36
DOCTOR,86060,213187530060597,10/33,785,1,86210.07
ENGINEER,84391,3527510772833303,09/33,596,1,87617.6
ENGINEER,74752,2362030464055248,07/28,972,1,82413.67
DOCTOR,64234,30449306630156,02/33,111,1,53629.63
DOCTOR,54220,3595331523521411,12/32,337,0,23315.67
DOCTOR,34668,3556853334900408,11/26,90,0,10376.21
LAWYER,83695,3561614634057486,03/31,550,1,61811.2
ENGINEER,60485,3585719160248870,07/28,826,1,44110.23
ENGINEER,3157,4157569485053562815,10/34,580,1,2737.5
LAWYER,23821,4354641522899314,07/27,52,1,26023.22
ENGINEER,77683,4888428636590103,02/34,159,1,81865.49
LAWYER,61570,4315047191453854,02/34,439,1,67376.51
DOCTOR,55068,2231202743853474,03/25,84,1,52790.09
ENGINEER,41344,4524972571158566,10/32,919,0,11414.23
DOCTOR,12044,4926308070827188693,12/26,873,0,1914.77
LAWYER,40859,213189596279061,06/29,219,0,9449.75
LAWYER,26773,4482106032915385,12/24,291,0,7325.3
DOCTOR,67437,36289788575881,03/25,700,0,9133.68
DOCTOR,88086,2241242315386873,03/29,455,0,16581.73
LAWYER,25460,4688363807069670195,02/28,640,0,8638.33
LAWYER,76595,30258758293078,07/32,960,1,81790.56
ENGINEER,85219,3518358211910097,06/34,267,0,42553.17
ENGINEER,54852,180035290054871,09/32,85,1,63987.97
ENGINEER,37320,4921316499317954,03/31,910,0,13324.21
DOCTOR,87285,30455147242861,05/30,606,1,79483.82
DOCTOR,78062,3537157713149973,06/34,653,1,79474.04
DOCTOR,2199,340268213999925,12/29,656,0,910.96
DOCTOR,2481,4105746126322416350,11/31,217,0,365.54
ENGINEER,84991,4973508266104956,09/25,660,0,22434.39
ENGINEER,52926,4911902577034,09/31,348,1,59271.89
LAWYER,79833,6544337275186357,09/25,301,0,20240.31
ENGINEER,4706,2702363761460921,01/25,627,0,1547.09
LAWYER,46242,38112966856170,06/28,71,0,15496.05
LAWYER,67943,6011290993537589,04/33,893,0,11807.85
DOCTOR,25641,4011372359987,12/30,722,0,6279.33
ENGINEER,89256,4258222865487475,04/31,216,1,77407.77
LAWYER,61990,4412871644127670,01/25,138,1,44204.97
ENGINEER,79410,4442689108533132,12/33,8132,1,56547.53
ENGINEER,81863,30550517792105,10/27,336,0,35420.39
ENGINEER,71075,343457276155700,11/33,396,0,14870.9
DOCTOR,65147,3572737402281926,02/27,227,0,20015.21
ENGINEER,32601,4344019086041958,11/29,854,0,7155.6
LAWYER,28121,4616737243435,10/30,341,1,32911.12
ENGINEER,63517,371754406215676,08/25,229,0,12939.6
DOCTOR,70890,4201636575068507,09/28,586,1,64852.19
ENGINEER,87622,30071517530627,12/30,180,0,39350.35
LAWYER,66389,2719584409772440,07/27,885,1,74419.86
LAWYER,91672,2279269467406170,02/31,404,0,15991.32
ENGINEER,24291,373357441033969,09/29,280,0,10227.9
ENGINEER,28781,180031827451326,10/30,875,1,26740.24
LAWYER,82449,4525451096113975,09/32,495,0,24173.02
DOCTOR,41955,213147276721976,07/27,3493,0,6435.56
DOCTOR,44124,6011690026422206,10/33,605,0,5834.98
ENGINEER,99568,342047360851677,12/25,574,0,38948.58
LAWYER,1964,4982108246601632,04/32,177,0,586.42
LAWYER,79926,30471147132838,03/29,722,1,73406.06
LAWYER,18959,501840685017,05/30,140,1,20186.67
DOCTOR,52076,2228484294811482,08/30,498,1,56385.62
LAWYER,91152,6011304291997054,08/29,806,0,14909.12
ENGINEER,56458,574867022703,04/27,255,0,19426.64
LAWYER,65260,6594648472902639,12/25,875,1,50098.6
LAWYER,63349,3585785039027654,01/26,91,0,25374.44
ENGINEER,22956,501854661581,02/30,196,1,23609.73
LAWYER,61840,4601598904351176,11/27,650,1,72866.52
DOCTOR,76120,180032487386745,07/34,450,1,55908.54
DOCTOR,71753,630463090781,08/28,307,0,8812.84
ENGINEER,39978,30078764817805,02/33,328,0,8510.31
ENGINEER,5200,379833895522941,11/31,681,1,4320.43
ENGINEER,51682,6561976146281273,05/33,618,1,42559.58
DOCTOR,98145,30096617374097,08/27,658,1,113173.68
LAWYER,16957,4875362419021553,04/27,457,0,3388.32
LAWYER,7483,2415368000565131,08/34,838,0,1562.3
DOCTOR,1293,3574325787599332,04/29,143,0,522.06
LAWYER,57423,4327610310560309,01/30,297,0,16072.46
DOCTOR,46655,4782331739507,10/33,592,0,19160.47
LAWYER,83560,30481561319217,02/28,482,0,10540.8
ENGINEER,31639,347907223807635,08/33,279,1,29860.43
ENGINEER,89353,3506028030707321,04/27,644,0,10136.69
ENGINEER,59043,3553034337057149,09/30,7165,1,43179.72
DOCTOR,84344,4485510890915,05/33,471,1,97267.08
DOCTOR,7891,4894101313916,08/30,301,0,1228.61
DOCTOR,30048,180054448720788,10/28,206,0,9404.07
DOCTOR,13288,2294107030223501,12/31,184,1,12032.92
ENGINEER,23590,3595471278338965,11/27,556,0,5636.53
ENGINEER,76491,36124976513925,11/28,457,0,35180.76
DOCTOR,42859,3599475666114397,07/30,369,1,30468.96
DOCTOR,61711,347366132780427,08/31,953,0,22556.35
LAWYER,71652,502018574751,12/32,893,0,34776.86
ENGINEER,15350,213122580846082,05/28,679,0,4974.43
ENGINEER,59729,2260308658279987,03/31,931,1,69788.03
DOCTOR,4432,180078888203740,06/32,327,1,3218.2
ENGINEER,41460,4152794543632,05/33,108,0,11091.27
DOCTOR,30951,3588721196995950,04/30,280,0,6315.96
ENGINEER,44955,4525767052912946395,08/31,714,0,17637.12
LAWYER,29381,4949018104889,12/30,879,1,34982.44
LAWYER,52450,6575678392680174,10/31,6438,1,43442.5
LAWYER,61348,341914216411959,12/25,565,0,22187.72
LAWYER,78046,6535290382117479,10/30,43,0,13988.89
DOCTOR,37206,4749115435602697,08/25,508,1,36561.04
LAWYER,34963,4486196640422938,10/28,755,0,9984.49
ENGINEER,11792,4222052683689736,01/27,931,1,13985.34
DOCTOR,53384,213199697055377,04/28,948,0,18332.65
LAWYER,44543,4853934499104115,12/31,553,1,38964.13
ENGINEER,93134,372590200899318,08/30,277,0,13563.88
ENGINEER,50615,375818991955313,12/33,188,0,8123.64
DOCTOR,522,6501967332609289,12/31,643,0,99.25
ENGINEER,86693,4551311198368,03/26,887,1,71563.63
ENGINEER,81049,346137871691989,11/31,424,0,35681.53
LAWYER,19875,347427879835723,03/27,593,0,6449.22
LAWYER,32263,4403479453153,09/33,635,0,9980.76
LAWYER,49589,4644049391964196569,05/33,1586,1,37557.94
LAWYER,87086,4573976413485244476,02/34,597,0,38671.05
ENGINEER,96240,5224783670553973,12/27,983,0,37449.46
LAWYER,73478,371525230073360,03/26,39,1,53920.67
DOCTOR,52948,4075769394968007258,11/33,119,1,55802.83
LAWYER,4393,4954044934594335368,02/34,219,1,4268.98
LAWYER,95136,30500387020103,07/33,597,1,70482.71
DOCTOR,69549,213124945216019,06/29,4538,1,64621.48
ENGINEER,2070,576987652269,09/32,77,1,1950.66
LAWYER,80199,6011223234155150,05/34,192,1,62786.78
DOCTOR,35445,676214352590,08/26,696,0,16952.61
DOCTOR,72623,3527356795573611,04/29,477,1,81699.98
LAWYER,96705,213167274996388,07/31,931,0,35549.62
DOCTOR,79606,4783729590338,04/25,986,0,22681.2
ENGINEER,60954,676135255211,02/28,641,0,16134.9
LAWYER,15226,3553960664110558,03/28,474,0,5487.29
DOCTOR,67706,349913020728097,09/28,292,1,65858.71
LAWYER,93415,343147869926886,06/27,352,1,68299.12
ENGINEER,90911,3517668712722127,06/32,942,0,27727.95
LAWYER,28672,4408934093007,08/25,288,1,31631.0
DOCTOR,90696,213186857080535,10/29,9196,1,84312.81
ENGINEER,28015,4126781587721008,03/29,580,1,20338.28
ENGINEER,30615,345875414757590,06/28,332,0,12690.26
DOCTOR,90680,3538353132138510,02/28,65,0,16371.87
ENGINEER,18901,2718584348054679,04/25,539,1,15674.8
ENGINEER,95396,3553578069542280,07/32,840,1,74633.36
LAWYER,7127,4028931452998533,10/31,681,0,1654.08
DOCTOR,20534,4762209398228871958,10/34,89,0,8269.05
DOCTOR,28326,4413642150726000,01/28,302,1,27184.26
DOCTOR,26151,3570736051198847,09/30,252,0,4758.24
LAWYER,45027,676225452314,12/30,795,1,51281.93
ENGINEER,1864,587831808981,11/27,469,1,2124.57
DOCTOR,91164,30473482623785,01/34,2312,1,103497.51
ENGINEER,97597,3513175148999687,07/34,986,1,79970.8
ENGINEER,54906,2241696432443844,01/33,341,0,15400.9
ENGINEER,93670,4169356350974445,04/33,485,1,111700.99
ENGINEER,66232,5335572309872342,12/29,213,0,27075.97
DOCTOR,22885,36169543657564,02/33,383,0,2537.19
DOCTOR,65159,4931988731842708883,10/31,745,0,8215.37
LAWYER,75096,4089877336643,05/30,101,0,21445.36
ENGINEER,23519,3567571971720395,07/32,428,0,10905.48
ENGINEER,40257,502009350260,04/29,783,1,39023.16
DOCTOR,57009,4155837225137405,10/30,77,0,17052.82
LAWYER,14411,30426617507455,11/33,825,1,10847.69
LAWYER,18029,3521297328688797,09/31,923,1,18540.84
LAWYER,18315,4831108827597,07/29,933,0,7854.23
LAWYER,25927,4058170859437679,05/31,551,0,6537.96
ENGINEER,78241,3575204741233156,11/33,76,1,85111.02
DOCTOR,13528,3519230732542742,07/29,632,1,15993.32
DOCTOR,16043,4128665295657257,11/33,303,1,12864.61
ENGINEER,44177,3559847222603980,05/30,578,0,13665.35
LAWYER,26673,36019128379136,03/30,284,1,22500.52
DOCTOR,86465,4432769680696,01/33,903,1,94802.58
ENGINEER,85774,180077686816356,07/33,5222,1,84813.05
LAWYER,92741,2708047926367022,07/33,8934,0,32814.82
ENGINEER,45638,3583101869776414,08/25,103,0,19129.88
LAWYER,91294,3512587384867009,06/27,680,0,23589.29
DOCTOR,49230,60480608649,11/24,99,0,22942.95
ENGINEER,55067,3533058225387677,08/25,974,1,53223.05
DOCTOR,41984,4411964432946210,09/29,288,0,6851.03
ENGINEER,3312,3555841623166675,12/32,266,0,1253.13
LAWYER,68802,4072149817780,08/28,4,0,28711.39
LAWYER,40093,4489020081353,01/29,362,0,9089.27
ENGINEER,8665,675996335740,01/25,178,1,9779.23
DOCTOR,45498,3561854868498853,12/30,299,1,52462.45
ENGINEER,3617,213121910375556,05/34,799,0,762.33
ENGINEER,20924,4938618247708967,01/29,7928,0,10324.08
LAWYER,14831,3543852544576046,12/28,380,0,2317.86
LAWYER,35681,378349020199308,11/29,906,1,28580.76
ENGINEER,65691,5461638963402860,07/26,632,0,11409.87
LAWYER,49690,3564743580045802,10/29,6220,1,56994.17
DOCTOR,59618,6586382809853386,02/28,636,1,61236.41
ENGINEER,94807,36046425488427,12/31,846,1,73575.18
LAWYER,73499,676258939229,12/29,6681,0,20295.23
DOCTOR,32596,3575084859952742,06/31,33,1,32845.33
DOCTOR,11890,4834033158632971,07/32,728,0,1585.96
ENGINEER,49484,3599537626335741,10/31,305,0,22414.6
ENGINEER,5822,3505375118949999,04/32,842,0,2453.63
DOCTOR,23351,349288466532695,03/27,771,0,7053.93
LAWYER,77312,4343452819186348,06/27,407,0,37639.4
LAWYER,97099,630418230003,03/27,610,0,25935.57
DOCTOR,8259,4066756013599641822,10/27,304,0,4077.01
ENGINEER,46048,180024154436101,02/28,884,0,16907.35
LAWYER,73067,4625572568900877,12/31,914,1,74333.66
DOCTOR,68194,4783334811176955,10/32,282,1,53394.36
ENGINEER,41182,4083086960012,02/27,7761,1,46987.17
LAWYER,54304,6587680881876350,02/29,1,1,49620.0
ENGINEER,92863,4021792893960,02/26,857,0,15312.49
LAWYER,85849,639023857472,04/25,706,1,60635.47
LAWYER,72895,30339777840618,10/31,4613,0,23610.86
ENGINEER,12640,3573844109269755,01/28,39,1,12181.17
ENGINEER,69065,180090510117016,05/33,846,0,26779.36
ENGINEER,60067,30330865276070,05/25,357,0,27396.75
ENGINEER,18473,376662727889183,03/34,876,0,2434.05
DOCTOR,70666,3502657232340996,07/32,887,1,75312.17
DOCTOR,83709,6587266175999585,08/28,4897,1,66440.33
ENGINEER,37912,30199848698621,02/25,591,1,42806.0
LAWYER,86564,30235212173062,01/34,5529,0,37016.97
LAWYER,41232,213183946398796,03/34,56,1,40011.4
LAWYER,35653,374229653187883,01/29,824,0,13694.21
LAWYER,60883,4069277511245361,06/31,580,1,52187.39
LAWYER,51988,213168817743386,10/33,365,0,14996.83
DOCTOR,56345,3547276321445132,08/30,846,1,62589.07
DOCTOR,88997,4990880340284,02/29,217,1,82734.51
LAWYER,23588,3594828423272517,02/33,832,1,20731.47
ENGINEER,22469,180079881432138,07/25,697,1,21280.53
LAWYER,79709,4146856372318926081,06/30,956,1,88805.76
DOCTOR,31453,345111586960717,07/31,945,1,27288.75
DOCTOR,76651,3582893709400269,08/29,706,1,60315.2
LAWYER,6962,4804987721058,02/34,5485,0,2679.02
ENGINEER,45666,4705781927563117893,08/34,281,1,50825.76
LAWYER,87732,3559716708259270,02/25,57,0,12304.85
DOCTOR,83121,4538364200357,02/32,733,1,68153.99
LAWYER,45691,36445735816428,12/27,982,1,35227.12
DOCTOR,74861,3540248377955477,09/27,10,1,65426.32
ENGINEER,51506,639055317114,08/27,190,0,14428.91
DOCTOR,4656,3522136243931107,11/26,21,0,1860.21
DOCTOR,78371,3548681033365339,02/34,320,0,28249.53
ENGINEER,27067,180022844080362,07/25,388,0,9429.37
LAWYER,688,4818304010152889013,03/28,199,0,165.77
DOCTOR,99838,4793090419525690,09/33,64,1,111890.82
LAWYER,70612,6570757519877072,05/34,782,0,20372.61
LAWYER,75458,3555742852961739,04/28,954,1,89761.25
LAWYER,90132,4662547544306716,06/25,229,0,31875.8
ENGINEER,57452,4532219651604369434,05/31,779,0,8646.86
LAWYER,12679,4451348390109700176,01/33,531,1,13161.93
LAWYER,87511,3568145652463879,02/26,292,0,20131.17
ENGINEER,55562,4392212265596576,07/34,801,0,20809.68
DOCTOR,1468,4412852436695470,06/34,458,0,187.69
LAWYER,61445,6011841164510076,06/30,137,1,48384.29
DOCTOR,60651,4322868682147494,02/25,786,1,68406.36
DOCTOR,6129,180022405068533,07/27,649,1,4986.49
ENGINEER,88389,30496166912927,07/28,117,0,38432.99
DOCTOR,71114,4103040592816,03/34,869,0,15055.58
LAWYER,58452,3572344837917867,05/29,669,0,20876.29
LAWYER,1469,2233499857451271,05/31,511,0,554.78
ENGINEER,22233,4231209056084296050,02/27,376,0,6782.44
ENGINEER,59037,60491470104,05/30,593,1,50338.21
DOCTOR,44647,4246763698556908,10/32,799,1,35999.87
DOCTOR,91501,587252267428,08/32,685,0,10364.84
ENGINEER,36952,6519232713828309,10/25,111,1,31482.11
LAWYER,95032,372723097657479,11/24,852,0,34331.75
DOCTOR,27576,378115452040660,12/27,556,1,32240.55
ENGINEER,67737,2271973203792169,01/31,8215,0,30378.81
DOCTOR,39379,30084660123942,04/34,887,0,16004.65
DOCTOR,26215,4668324188732415,04/32,9860,0,10889.16
LAWYER,38070,4713156568424,12/25,628,1,39306.99
ENGINEER,79898,4015780094179544948,10/30,586,1,66326.8
ENGINEER,24187,4414077417419116,04/34,968,0,11195.63
ENGINEER,25773,3584208706612386,01/33,108,1,26684.49
LAWYER,86224,30473013930048,05/27,159,0,27951.77
LAWYER,86876,4823264110261665,12/26,517,1,65634.36
ENGINEER,74039,502014508118,11/25,500,0,20643.72
DOCTOR,75796,4673531187367364,11/24,264,0,21536.93
LAWYER,95863,3555828920245500,08/33,254,0,42738.16
DOCTOR,47420,4621087850958323787,03/30,876,0,15110.82
ENGINEER,68767,3547112461075159,06/26,569,1,61216.4
DOCTOR,98609,4042925830161722392,11/25,6577,0,48389.42
ENGINEER,38681,3501715507752419,08/31,2430,0,5581.21
ENGINEER,47982,213113615124991,06/28,159,1,43724.76
LAWYER,5553,6513135758247739,03/30,308,0,648.65
DOCTOR,82946,4165173851062396,07/32,724,1,88748.24
DOCTOR,19150,4674649879705,03/34,48,1,22195.58
LAWYER,47775,344203611985024,05/26,903,0,10129.01
ENGINEER,88655,2270513188927660,05/32,482,1,100106.64
ENGINEER,76400,4763543717846,06/30,738,1,64642.74
DOCTOR,71493,4430994902231147,06/30,867,0,33194.78
LAWYER,25499,502001764690,12/28,840,1,27461.94
LAWYER,17312,4840930462879184,06/32,9751,0,7305.02
DOCTOR,37503,4161488790905378173,02/29,565,0,4020.42
LAWYER,82390,30325628264876,10/25,6007,0,39969.38
ENGINEER,18877,3505029247229779,05/33,823,0,7374.65
DOCTOR,17961,30102108850015,03/31,6730,1,15309.52
ENGINEER,60782,3528707137760234,05/25,779,1,67753.53
ENGINEER,91739,3560096842739264,10/31,736,1,77130.54
DOCTOR,34708,36272064376513,08/27,198,0,15587.42
LAWYER,51921,180015104407275,04/25,857,1,39267.34
ENGINEER,53459,4240297126709025,04/30,6980,0,20393.24
ENGINEER,68138,4562681580499,07/34,502,1,66117.66
DOCTOR,73146,2279913990406864,07/29,258,0,10139.04
DOCTOR,53616,4041193616687,02/27,348,0,10549.35
DOCTOR,72491,4254650514803649,12/29,648,0,7608.77
LAWYER,84427,4606322858854837,11/30,561,1,78887.24
ENGINEER,94893,2318956806309601,10/25,474,1,80719.08
DOCTOR,60365,2251746468409263,11/24,504,1,60315.42
ENGINEER,76095,4094406402666760,05/34,901,0,16656.82
LAWYER,28572,30004922333519,04/27,631,0,6284.92
LAWYER,19053,2280501730913724,07/25,902,0,7569.32
LAWYER,16713,4187150212026579,10/33,56,1,12101.41
LAWYER,59320,370736565238905,04/30,517,0,27355.89
DOCTOR,63833,568451924175,05/28,9790,1,71884.38
ENGINEER,8092,213145584999060,05/25,206,0,2970.75
DOCTOR,97542,3505569020436240,05/25,540,1,97211.41
